1596910095|{"1": 73.0, "2": false, "3": false, "4": false}|50.0
1596910101|{"1": 72.0, "2": false, "3": false, "4": false}|50.0
1596910688|{"1": 83.0, "2": false, "3": false, "4": false}|51.0
1596910694|{"1": 83.0, "2": false, "3": false, "4": false}|51.0
1596910700|{"1": 82.0, "2": false, "3": false, "4": false}|51.0
1596910706|{"1": 82.0, "2": false, "3": false, "4": false}|51.0
1596910712|{"1": 81.0, "2": false, "3": false, "4": false}|51.0
1596910718|{"1": 80.0, "2": false, "3": false, "4": false}|51.0
1596910723|{"1": 80.0, "2": false, "3": false, "4": false}|51.0
1596910729|{"1": 79.0, "2": false, "3": false, "4": false}|51.0
1596910735|{"1": 79.0, "2": false, "3": false, "4": false}|51.0
1596910741|{"1": 78.0, "2": false, "3": false, "4": false}|51.0
1596910747|{"1": 78.0, "2": false, "3": false, "4": false}|51.0
1596910753|{"1": 77.0, "2": false, "3": false, "4": false}|51.0
1596910758|{"1": 78.0, "2": false, "3": false, "4": false}|51.0
1596910764|{"1": 77.0, "2": false, "3": false, "4": false}|51.0
1596910770|{"1": 77.0, "2": false, "3": false, "4": false}|51.0
1596910776|{"1": 76.0, "2": false, "3": false, "4": false}|51.0
1596910782|{"1": 76.0, "2": false, "3": false, "4": false}|50.0
1596910788|{"1": 76.0, "2": false, "3": false, "4": false}|50.0
1596910794|{"1": 76.0, "2": false, "3": false, "4": false}|50.0
1596910799|{"1": 76.0, "2": false, "3": false, "4": false}|50.0
1596910805|{"1": 75.0, "2": false, "3": false, "4": false}|50.0
1596910811|{"1": 75.0, "2": false, "3": false, "4": false}|50.0
1596910817|{"1": 75.0, "2": false, "3": false, "4": false}|50.0
1596910823|{"1": 75.0, "2": false, "3": false, "4": false}|50.0
1596910829|{"1": 75.0, "2": false, "3": false, "4": false}|50.0
1596910835|{"1": 74.0, "2": false, "3": false, "4": false}|50.0
1596910840|{"1": 74.0, "2": false, "3": false, "4": false}|50.0
1596910846|{"1": 75.0, "2": false, "3": false, "4": false}|50.0
1596910852|{"1": 74.0, "2": false, "3": false, "4": false}|50.0
1596910858|{"1": 74.0, "2": false, "3": false, "4": false}|50.0
1596910864|{"1": 74.0, "2": false, "3": false, "4": false}|50.0
1596910870|{"1": 73.0, "2": false, "3": false, "4": false}|50.0
1596910875|{"1": 73.0, "2": false, "3": false, "4": false}|50.0
1596910881|{"1": 73.0, "2": false, "3": false, "4": false}|50.0
1596910887|{"1": 74.0, "2": false, "3": false, "4": false}|50.0
1596910893|{"1": 73.0, "2": false, "3": false, "4": false}|50.0
1596910899|{"1": 73.0, "2": false, "3": false, "4": false}|50.0
1596910905|{"1": 73.0, "2": false, "3": false, "4": false}|50.0
1596910911|{"1": 73.0, "2": false, "3": false, "4": false}|50.0
1596910916|{"1": 73.0, "2": false, "3": false, "4": false}|49.0
1596910922|{"1": 73.0, "2": false, "3": false, "4": false}|49.0
1596910928|{"1": 72.0, "2": false, "3": false, "4": false}|49.0
1596910934|{"1": 73.0, "2": false, "3": false, "4": false}|49.0
1596910940|{"1": 73.0, "2": false, "3": false, "4": false}|49.0
1596910946|{"1": 72.0, "2": false, "3": false, "4": false}|49.0
1596910952|{"1": 72.0, "2": false, "3": false, "4": false}|49.0
1596910957|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596910963|{"1": 77.0, "2": false, "3": false, "4": false}|49.0
1596910969|{"1": 78.0, "2": false, "3": false, "4": false}|49.0
1596910975|{"1": 78.0, "2": false, "3": false, "4": false}|49.0
1596910981|{"1": 77.0, "2": false, "3": false, "4": false}|49.0
1596910987|{"1": 77.0, "2": false, "3": false, "4": false}|49.0
1596910993|{"1": 77.0, "2": false, "3": false, "4": false}|49.0
1596910998|{"1": 77.0, "2": false, "3": false, "4": false}|49.0
1596911004|{"1": 77.0, "2": false, "3": false, "4": false}|49.0
1596911010|{"1": 77.0, "2": false, "3": false, "4": false}|49.0
1596911016|{"1": 77.0, "2": false, "3": false, "4": false}|49.0
1596911022|{"1": 76.0, "2": false, "3": false, "4": false}|49.0
1596911028|{"1": 75.0, "2": false, "3": false, "4": false}|49.0
1596911033|{"1": 76.0, "2": false, "3": false, "4": false}|49.0
1596911039|{"1": 76.0, "2": false, "3": false, "4": false}|49.0
1596911045|{"1": 76.0, "2": false, "3": false, "4": false}|49.0
1596911051|{"1": 75.0, "2": false, "3": false, "4": false}|49.0
1596911057|{"1": 75.0, "2": false, "3": false, "4": false}|49.0
1596911063|{"1": 75.0, "2": false, "3": false, "4": false}|49.0
1596911069|{"1": 75.0, "2": false, "3": false, "4": false}|49.0
1596911074|{"1": 75.0, "2": false, "3": false, "4": false}|49.0
1596911080|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911086|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911092|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911098|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911104|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911110|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911115|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911121|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911127|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911133|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911139|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911145|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911150|{"1": 77.0, "2": false, "3": false, "4": false}|49.0
1596911156|{"1": 79.0, "2": false, "3": false, "4": false}|49.0
1596911162|{"1": 80.0, "2": false, "3": false, "4": false}|49.0
1596911168|{"1": 80.0, "2": false, "3": false, "4": false}|49.0
1596911174|{"1": 79.0, "2": false, "3": false, "4": false}|49.0
1596911180|{"1": 78.0, "2": false, "3": false, "4": false}|49.0
1596911186|{"1": 78.0, "2": false, "3": false, "4": false}|49.0
1596911191|{"1": 78.0, "2": false, "3": false, "4": false}|49.0
1596911197|{"1": 78.0, "2": false, "3": false, "4": false}|49.0
1596911203|{"1": 77.0, "2": false, "3": false, "4": false}|49.0
1596911209|{"1": 76.0, "2": false, "3": false, "4": false}|49.0
1596911215|{"1": 76.0, "2": false, "3": false, "4": false}|49.0
1596911221|{"1": 76.0, "2": false, "3": false, "4": false}|49.0
1596911227|{"1": 76.0, "2": false, "3": false, "4": false}|49.0
1596911232|{"1": 76.0, "2": false, "3": false, "4": false}|49.0
1596911238|{"1": 75.0, "2": false, "3": false, "4": false}|49.0
1596911244|{"1": 75.0, "2": false, "3": false, "4": false}|49.0
1596911250|{"1": 76.0, "2": false, "3": false, "4": false}|49.0
1596911256|{"1": 75.0, "2": false, "3": false, "4": false}|49.0
1596911262|{"1": 75.0, "2": false, "3": false, "4": false}|49.0
1596911267|{"1": 75.0, "2": false, "3": false, "4": false}|49.0
1596911273|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911279|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911285|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911291|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911297|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911303|{"1": 74.0, "2": false, "3": false, "4": false}|48.0
1596911308|{"1": 74.0, "2": false, "3": false, "4": false}|48.0
1596911314|{"1": 74.0, "2": false, "3": false, "4": false}|48.0
1596911320|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911326|{"1": 73.0, "2": false, "3": false, "4": false}|49.0
1596911332|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911338|{"1": 73.0, "2": false, "3": false, "4": false}|49.0
1596911344|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911349|{"1": 74.0, "2": false, "3": false, "4": false}|49.0
1596911355|{"1": 73.0, "2": false, "3": false, "4": false}|49.0
1596911361|{"1": 73.0, "2": false, "3": false, "4": false}|49.0
1596911367|{"1": 73.0, "2": false, "3": false, "4": false}|49.0
1596911373|{"1": 73.0, "2": false, "3": false, "4": false}|49.0
1596911379|{"1": 73.0, "2": false, "3": false, "4": false}|49.0
1596911384|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911390|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911396|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911402|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911408|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911414|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911420|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911425|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911431|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911437|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911443|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911449|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911455|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911461|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911466|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911472|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911478|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911484|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911490|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911496|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911502|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911507|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911513|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911519|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911525|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911531|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911537|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911543|{"1": 73.0, "2": false, "3": false, "4": false}|48.0
1596911548|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911554|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911560|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911566|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911572|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911578|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911583|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911589|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911595|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911601|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911607|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911613|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911619|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
1596911624|{"1": 72.0, "2": false, "3": false, "4": false}|48.0
